Nom de l'offre touristique;Type d'offre;Adresse1;Adresse1Suite;Adresse partie 2;Adresse partie 3;Code postal;Bureau distributeur de l'adresse postale;Commune du lieu de visite;Cedex;Code Insee de la Commune;Latitude;Longitude;Situation de l'offre;N° de téléphone mobile;N° de téléphone fixe;N° de fax;Adresse e-Mail;Url du site web;Url pour accéder à la vidéo;Code Embed pour intégrer une vidéo;Type de plateforme/url;Widget tripadvisor;Secteur d'activité;Labels;Label tourisme handicap;Animal accepté: oui / non;Complément information animal accepté;Groupe accepté: oui / non;Nombre personnes max pour les groupes;Nombre personnes min pour les groupes;Langues parlées à l'accueil;Appellation pour les vins;Dégustations gratuites: oui / non;Salle équipée pour dégustation: oui / non;Vente à la propriété: oui / non;Durée de visite pour les individuels;Durée de visite pour les groupes;Visites guidées proposées aux groupes en permanence: oui / non;Visites guidées proposées aux groupes sur demande: oui / non;Visites libres proposées aux groupes en permanence: oui / non;Visites pédagogiques proposées aux groupes en permanence: oui / non;Visites guidées proposées aux individuels en permanence: oui / non;Visites guidées proposées aux individuels sur demande: oui / non;Langue(s) parlée(s) pendant les visites;Visites libres proposées aux individuels en permanence: oui / non;Les offres proposées;Ouvert toute l'année: oui / non;Horaires d'ouvertures;Moyen(s) de réservation directe;Moyen(s) de réservation en ligne;Centrale de réservation en ligne?;Tarif gratuit : oui / non;Tarif;Modes de paiement acceptés;localisation;departement
Ferme-brasserie Le pré Clos;Bières,Elevage,Viande;;;7 les Marottières;Bourgneuf-en-Mauges;49290;;MAUGES-SUR-LOIRE;;49244;47.3226608;-0.8340217;;06 24 03 17 33;;;labambati@gmail.com;;;;Facebook||https://www.facebook.com/labamba49/;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;;;;;;;;;;oui;;;;;;;;;;;;oui;||||||||||||||||||||||||||||||||||||17:00||19:00||||||||||||||||||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.3226608, -0.8340217;Maine-et-Loire
À LA FERME D'OLIA;Fruits / légumes;;;7 lieu dit la Grande Guittonnière;;72260;;DANGEUL;;72112;48.2492389;0.26604655;;07 57 06 81 83;;;alafermedolia72@gmail.com;www.alafermedolia.fr;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;non;;;;;;;;48.2492389, 0.26604655;Sarthe
BROSSERIE JULIO;Brosserie;;;7 rue de Bretagne;;44240;;LA CHAPELLE-SUR-ERDRE;;44035;47.2838002;-1.5423686;;;;;;;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2838002, -1.5423686;Loire-Atlantique
DOMAINE DES RICHÈRES;Vins;;;7, route d'Angers;Millé;49380;;TERRANJOU;;49086;47.2568469;-0.4449644;;;02 41 54 10 47;02 41 44 97 91;faguibert@yahoo.com;http://www.domainedesricheres.com/;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2568469, -0.4449644;Maine-et-Loire
Le Fondant Baulois;Produits du terroir (boutique);;;70 Rue du Maréchal Juin;;44420;;GUERANDE;;44069;47.3488;-2.51281;;;;;;http://www.lefondantbaulois.com;;;;;;;;non;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||10:00||13:00||15:00||19:00||10:00||13:00||15:00||19:00||10:00||13:00||15:00||19:00||10:00||13:00||15:00||19:00||10:00||13:00||15:00||19:00||10:00||13:00||15:00||19:00;;;;;;;47.3488, -2.51281;Loire-Atlantique
Le Temple Mousse;Bières,Vins;;;72 Grande Rue;;53000;;LAVAL;;53130;48.0679673;-0.7723985;;;;;;;;;;;Agro-alimentaire;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0679673, -0.7723985;Mayenne
Ferme de la Grande Rivière;Epices / Condiment,Huile;;;8 Lieu-dit La Grande Rivière;SAINT GEORGES DES GARDES;49120;;CHEMILLE-EN-ANJOU;;49092;47.17241;-0.76102;;;;;ferme.lagranderiviere49@gmail.com;https://www.facebook.com/profile.php?id=61555347643426;;;Facebook||https://www.facebook.com/profile.php?id=61555347643426;;Agriculture / horticulture / Pêche;;;;;;;;;;;non;oui;;;;;;;;;;;;oui;;;;;;;;47.17241, -0.76102;Maine-et-Loire
Korduroy : distillerie artisanale;Produits du terroir (boutique);;;8 Route de Pen-Bron;Lergat;44420;;LA TURBALLE;;44211;47.31404;-2.50207;;06 14 11 74 90;;;distilleriekorduroy@gmail.com;;;;;;;;;oui;;;;;;;;;;;;;;;;oui;;;oui;;;30/04/2025||15/06/2025||||||||||||||||||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||,27/06/2025||31/08/2025||||||||||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||||11:00||19:00||||,01/09/2025||30/09/2025||||||||||||||||||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||||11:00||18:00||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.31404, -2.50207;Loire-Atlantique
Biscuiterie Le Phare;Biscuit,Pain / Pâtisserie;;;8 rue Olivier Guichard;Route du Pouliguen;44740;;BATZ-SUR-MER;;44010;47.27794;-2.46702;;;02 40 23 85 76;;biscuiterielephare@wanadoo.fr;;;;;;;;;non;;;;;;;;;;;;;;oui;;;;;oui;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.27794, -2.46702;Loire-Atlantique
Maly Zofé;Cosmétique;;;800 Lieu-dit La Pouletière;Saint-Pierre-Montlimart;49110;;MONTREVAULT-SUR-EVRE;;49218;47.303399;-1.037094;;0628742292;;;malyzofe@gmail.com;https://www.malyzofe.fr/;;;Facebook||https://www.facebook.com/MalyZofe/;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.303399, -1.037094;Maine-et-Loire
BrewPub;Bières;;;9 Rue du Docteur Castaing;;72320;;MONTMIRAIL;;72208;48.1031399;0.7915788;;07 83 81 28 80;;;contact@brasseriedemontmirail.com;https://www.brasseriedemontmirail.com/;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.1031399, 0.7915788;Sarthe
FERRAND;;;;9 rue du Pré de la Vierge;;44510;;LE POULIGUEN;;44135;47.27037;-2.43411;;;06 71 47 65 59;;stelle@mail.com;https://www.christelleferrand.fr/;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.27037, -2.43411;Loire-Atlantique
Domaine de Château-Gaillard;Vins;;;999 chemin du Moulin de la salle;;49260;;MONTREUIL-BELLAY;;49215;47.143067;-0.146799;;;02 41 52 31 11;;matthieu.bouchet@neuf.fr;https://bouchetvins.wordpress.com/;;;Google+||https://maps.google.com/?cid=15473855593047779893,Facebook||https://www.facebook.com/MS-Bouchet-Domaine-de-Chateau-Gaillard-113936065984653/;;Viticulture;Agriculture biodynamique (Demeter);;;;;;;;;;;;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.143067, -0.146799;Maine-et-Loire
LA FERME DE BELLE ILE;Fruits / légumes;;;Belle Ile;;44240;;LA CHAPELLE-SUR-ERDRE;;44035;47.3371682;-1.5864162;;;02 40 93 71 56;;les-jardins-de-belle-ile@orange.fr;;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.3371682, -1.5864162;Loire-Atlantique
Domaine viticole de la Futaie;Vins;;;Clos des Beduaux;;72340;;LHOMME;;72161;47.7553;0.59026;;06 72 55 46 86;;;domainedelafutaie@gmail.com;;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.7553, 0.59026;Sarthe
Jardin Maraîcher de la Virevolte;Fruits / légumes,Plantes et fleurs,Volailles / Oeufs;;;Etiau;;49160;;LONGUE-JUMELLES;;49180;47.404023;-0.069521;;;06 61 60 03 15;;fleur.delourme@wanadoo.fr;http://www.lavirevolte.fr;;;Facebook||https://www.facebook.com/pg/fleurlacarelle;;"Agriculture / horticulture / Pêche;Agro-alimentaire";Agriculture Biologique (AB);;;;;;;Français;;;;oui;;;;;;;;;;;;;||||Pour connaitre le détail, contacter l'établissement.||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;non;;;47.404023, -0.069521;Maine-et-Loire
Meubles régionaux - M.Mouilleron;;;;Impasse de la croix de paix;;44740;;BATZ-SUR-MER;;44010;47.27874;-2.47645;;;02 40 23 71 43;;;;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.27874, -2.47645;Loire-Atlantique
La Ferme de l'Auvergnac;;;;L'Auvergnac;;44410;;HERBIGNAC;;44072;47.42211;-2.32803;;06 10 72 09 44;02 40 88 94 70;;contact@lauvergnac.fr;;;;;;Agro-alimentaire;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.42211, -2.32803;Loire-Atlantique
GAEC Ferme de l'Ognon;Fruits / légumes;;;L'Egrenière;;44140;;LA PLANCHE;;44127;47.009583;-1.426864;;06 49 12 60 29;;;gaec.vallee-ognon@orange.fr;http://www.gaec-valleeognon.fr/;;;;;;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.009583, -1.426864;Loire-Atlantique
FROMAGES DE CHEVRE - FERME LA BASSE BEUVRIE;Fromage et produit laitier;;;La Basse-Beuvrie;Laigné;53200;;PREE-D'ANJOU;;53124;47.8719022;-0.8339355;;06 48 58 93 15;02 43 70 94 70;;contact@fermebassebeuvrie.fr;https://fermebassebeuvrie.fr/;https://www.youtube.com/watch?v=cqZ0zrMxLHM,https://www.youtube.com/watch?v=IaGnwbBQ4ok,https://www.youtube.com/watch?v=vPIF_Hd8Hks;"<iframe width=""480"" height=""360"" src=""//www.youtube.com/embed/cqZ0zrMxLHM?rel=0"" frameborder=""0"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,<iframe width=""661"" height=""372"" src=""https://www.youtube.com/embed/IaGnwbBQ4ok"" frameborder=""0"" allow=""accelerometer,autoplay,encrypted-media,gyroscope,picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>,<iframe width=""678"" height=""509"" src=""https://www.youtube.com/embed/vPIF_Hd8Hks"" frameborder=""0"" allow=""accelerometer,autoplay,encrypted-media,gyroscope,picture-in-picture"" allowfullscreen></iframe><span data-champcoderef="" "" id=""91aa2680-31ec-4342-9ac8-e0883d7f44d3"" type=""champSimple""><br /></span>";;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;Français;;;non;oui;;;;;non;;;;Français;non;;oui;;Ferme de la Basse-Beuverie||02 43 70 94 70||manuhardy@free.fr;;;;;Chèques bancaires et postaux,Espèces;47.8719022, -0.8339355;Mayenne
Les Vergers de Saint-Mars;Fruits / légumes,Produits cidricoles / Jus de fruit;;;La Ceseraie;;72220;;SAINT-MARS-D'OUTILLE;;72299;47.880544;0.354556;;06 10 04 68 75;;;;https://www.lesbiovergersdestmars.com/;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.880544, 0.354556;Sarthe
GAEC DES CHAMPS;Fromage et produit laitier;;;La Croix;Chigné;49490;;NOYANT-VILLAGES;;49228;47.5840923;0.0872915;;06 59 50 61 70;;;tomelise.deschamps@gmail.com;;;;Facebook||https://www.facebook.com/gaecdeschamps/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;oui;;;;;;;;;;;;oui;;Gaec Des Champs||06 59 50 61 70||tomelise.deschamps@gmail.com;;;oui;;;47.5840923, 0.0872915;Maine-et-Loire
Créations florales et fleurs de saison - La Tige Locale;Plantes et fleurs;;;La Cuilleraie;;53100;;CHATILLON-SUR-COLMONT;;53064;48.3231356;-0.7845809;;06 06 43 27 60;;;latigelocale@hotmail.com;https://latigelocale.com/;;;Facebook||https://www.facebook.com/LaTigeLocale/,Instagram||https://www.instagram.com/la_tige_locale/;;Agriculture / horticulture / Pêche;;;non;;;;;;;;;oui;;;non;non;non;non;non;non;Français,Anglais;non;;oui;01/01/2025||31/12/2025||Sur rendez-vous uniquement||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;||12,00||50,00||;Chèques bancaires et postaux,Espèces,Virement;48.3231356, -0.7845809;Mayenne
LA FERME DES 100 POULES ET ...;Viande,Volailles / Oeufs;;;La Fiolière;;44650;;CORCOUE-SUR-LOGNE;;44156;46.9571929;-1.587277;;;;;;https://lafermedes100pouleset.jimdofree.com/;;;;;Agro-alimentaire;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;Français;;;oui;;;;;;;;46.9571929, -1.587277;Loire-Atlantique
LA MAISON DE LA POMME;Fruits / légumes;;;La Foresterie;;44120;;VERTOU;;44215;47.1792865;-1.4622652;;06 88 78 04 33;;;lamaisondelapomme@orange.fr;www.lamaisondelapomme.fr;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;Français;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.1792865, -1.4622652;Loire-Atlantique
PRODUITS FERMIERS - KIWIS;Fruits / légumes;;;La Grande Maison;;53800;;LA BOISSIERE;;53033;47.781411;-0.98211;;;02 43 06 82 23;;;;;;;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;;;;;oui;;;;;;;;;;non;Proposition clientèle||HLOPDL053V502EIG;non;;;;;;;;47.781411, -0.98211;Mayenne
AUX DIVINES NATURES;;;;La Morlière;;44640;;ROUANS;;44145;47.18554;-1.88555;;;06 98 26 74 12;;auxdivinesnatures@gmail.com;https://auxdivinesnatures.fr/;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.18554, -1.88555;Loire-Atlantique
Le Potager d'Hector;;;;La Noë;;44770;;LA PLAINE-SUR-MER;;44126;47.13929;-2.16597;;06 74 43 00 90;;;contact@lepotagerdhector.fr;http://www.lepotagerdhector.fr;;;;;Agriculture / horticulture / Pêche;;;non;;;;;;;;;;;;;;;;;;;;;;01/01/2024||31/12/2024||Vente au potager année 2024||||||||||||||||||||16:30||19:00||||||||||||||||||||||10:00||12:30||||||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.13929, -2.16597;Loire-Atlantique
PRODUITS FERMIERS - BOEUF ET VEAU;Fruits / légumes,Viande;;;La Rousselière;;53150;;LA CHAPELLE-RAINSOUIN;;53059;48.109021;-0.517134;;;;;contact@la-rousseliere.com;www.la-rousseliere.com;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;non;;;;;Français;;;;oui;;;;oui;;oui;;;;;;oui;;Landais||||contact@la-rousseliere.com;;;oui;;Chèques bancaires et postaux,Espèces;48.109021, -0.517134;Mayenne
DOMAINE DE LA SANSONNIÈRE;Vins;;;La Sansonnière;Thouarcé;49380;;BELLEVIGNE-EN-LAYON;;49345;47.2602785;-0.4816294;;;02 41 54 08 08;;martial.angeli@gmail.fr;;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2602785, -0.4816294;Maine-et-Loire
DOMAINE DE LA SAULAIE;Vins;;;La saulaie;Martigné Briand;49540;;TERRANJOU;;49086;47.2520415;-0.4703681;;;02 41 59 65 35;;;;;;;;Viticulture;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2520415, -0.4703681;Maine-et-Loire
Ferme des 2 sabots;Elevage;;;LA SIMONIERE;;72120;;ECORPAIN;;72125;47.92501;0.624828;;0679269726;;;smulders.elke@orange.fr;http://lesdeuxsabots.com/;;;;;Agriculture / horticulture / Pêche;;;;;;;;;;;;;;;;oui;;;;oui;Français;;;;;;;;;;;47.92501, 0.624828;Sarthe
LE CERISIER ANGLAIS;Confiture;;;Le Cerisier;;44650;;TOUVOIS;;44206;46.9162378;-1.6662344;;;;;lecerisieranglais@outlook.com;http://www.lecerisieranglais.com/;;;;;Agro-alimentaire;;;;;;;;Anglais,Français;;;;oui;;;;;;;;;Français,Anglais;;;oui;;;;;;;;46.9162378, -1.6662344;Loire-Atlantique
La Cave du Chateignier;Vins;;;Le Chataîgnier;LIRE;49530;;OREE D'ANJOU;;49069;47.342087;-1.164507;;;02 40 09 07 16;;jacques.pineau@orange.fr;http://www.lacaveduchataignier.fr;;;;;Viticulture;;;;;;;;;;oui;oui;oui;;;;;;;;;;;;oui;02/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;Chèques bancaires et postaux;47.342087, -1.164507;Maine-et-Loire
Domaine de la Guignière;Vins;;;Le Petit Plessis;LIRE;49270;;OREE D'ANJOU;;49069;47.3309475;-1.1764409;;06 21 22 36 81;;;;http://www.domainedelaguigniere.com/;;;;;Viticulture;Haute valeur environnementale (HVE);;;;;;;;"Anjou Gamay;Anjou Rouge;Cabernet d'Anjou;Coteaux d'Ancenis;Gros Plant du Pays Nantais;Muscadet Coteaux de la Loire;Rosé d'Anjou";oui;;;;;;;;;;;;;;oui;02/01/2025||31/12/2025||Fermé les dimanches||||||||17:30||19:00||||||17:30||19:00||||||17:30||19:00||||||17:30||19:00||||||17:30||19:00||09:00||12:30||||||||||||;;;;oui;;;47.3309475, -1.1764409;Maine-et-Loire
Aux jardins du soleil;Fruits / légumes;;;Le Tronc;;44540;;VALLONS-DE-L'ERDRE;;44180;47.5407168;-1.2200132;;07 83 63 55 78;;;boutique@auxjardinsdusoleil.fr;https://auxjardinsdusoleil.fr/;;;Facebook||https://www.facebook.com/auxjardinsdusoleil/,Instagram||https://www.instagram.com/auxjardinsdusoleil/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;;||||||||||||||||||||||||||||||||||||||||||||17:30||19:00||09:30||12:00||||||||||||;;;;;;;47.5407168, -1.2200132;Loire-Atlantique
MIEL D'ANJOU À BOCÉ;Produits apicoles;;;Les Davids;Bocé;49150;;BAUGE-EN-ANJOU;;49018;47.514618;-0.058139;;;02 41 90 14 40;;freslonemilie8@gmail.com;;;;;;Agriculture / horticulture / Pêche;;;non;;;;;;;;;;;;;;;;;;;;;oui;;;;;;Tarif indiv. adulte||||||pot de miel;;47.514618, -0.058139;Maine-et-Loire
Les Délices de l'Ecoasis;Fruits / légumes,Produits cidricoles / Jus de fruit,Produits du terroir (boutique);;;Les Landes de Villeneuve;Rue de Bréhany;44350;;GUERANDE;;44069;47.32184;-2.4079;;;07 83 33 21 04;;delices.ecoasis@gmail.com;;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.32184, -2.4079;Loire-Atlantique
FERME DES BLOTTIÈRES;Viande;;;Lieu Dit les Blottieres;CHEMILLE;49120;;CHEMILLE-EN-ANJOU;;49092;47.235006;-0.778586;;06 32 18 39 40;;;benoit.huntzinger@wanadoo.fr;www.fermedesblottieres-anjou.fr;;;Facebook||https://fr-fr.facebook.com/fermedesblottieres/;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;oui;;;;;;;;47.235006, -0.778586;Maine-et-Loire
SCEA CÉLINE REZÉ;Viande;;;Lieu-dit La Marellière;;53170;;MESLAY-DU-MAINE;;53152;47.93513;-0.57359;;06 81 28 64 68;;;earl.rezeceline@gmail.com;https://tinyurl.com/celine-reze;;;Facebook||https://www.facebook.com/EARLCelineREZE;;Agriculture / horticulture / Pêche;Bienvenue à la Ferme;;;;;;;Français;;;;oui;;;;;;;;;;;;;;;;;;;;47.93513, -0.57359;Mayenne
Brocante la table brouette;;;;Lieu-dit La Pommeraie;;72340;;CHAHAIGNES;;72052;47.75391;0.51756;;07 82 59 41 52;;;latablebrouette@orange.fr;https://latablebrouette.fr;;;;;Artisanat / Art;;;;;;;;;;;;;;;;;;;;;;;;;||||Ouvert uniquement sur rendez-vous||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;Chèques bancaires et postaux,Espèces,Virement;47.75391, 0.51756;Sarthe
Laurence Renet - L'Abeille des bois de Lué;Produits apicoles;;;Lieu-dit La Rainière;;49140;;JARZE VILLAGES;;49163;47.53903;-0.25687;;07 60 26 51 20;;;abeille.desboisdelue@laposte.net;;;;Facebook||https://www.facebook.com/abeillesdeloire;;"Agriculture / horticulture / Pêche;Agro-alimentaire";;;;;;;;;;;;;;;;;;;;;Français;;;oui;01/01/2025||31/12/2025||||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;oui;;;47.53903, -0.25687;Maine-et-Loire
Jus de pomme - GAEC de Louverné;;;;Louverné;;53300;;CHANTRIGNE;;53055;48.4265635;-0.5620433;;06 87 19 77 43;;;;;;;;;Agro-alimentaire;Agriculture Biologique (AB);;;;;;;Français;;;non;oui;;;;;;;;;;;;oui;01/01/2025||31/12/2025||Sur rendez-vous uniquement||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;Chèques bancaires et postaux,Espèces;48.4265635, -0.5620433;Mayenne
FERME DE MALTRAY;Fruits / légumes,Viande;;;maltray;Chalonnes/Lude;49490;;NOYANT-VILLAGES;;49228;47.5311075;0.1358279;;06 18 97 50 21;;;;;;;;;Agriculture / horticulture / Pêche;Agriculture Biologique (AB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.5311075, 0.1358279;Maine-et-Loire
PAYSAN BOULANGER - DOMINIQUE GRANDJOUAN;Pain / Pâtisserie;;;Mondalin;;44320;;SAINT-VIAUD;;44192;47.2377;-2.01302;;06 63 06 05 16;;;painpaysan44@gmail.com;;;;;;Agro-alimentaire;;;;;;;;;;;;oui;;;;;;;;;;;;;01/01/2020||31/12/2020||||||||||||||||||||||17:00||19:30||||||||||||||||||||||10:30||12:30||||||||||||;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.2377, -2.01302;Loire-Atlantique
MARCHÉ DES PINS;;;;Place Henri Baslé;;44250;;SAINT-BREVIN-LES-PINS;;44154;47.24688;-2.16415;;;02 40 64 44 44;;;;;;;;;;;oui;;;;;;;;;;;;;;;;;;;;;;01/01/2022||31/12/2030||Tous les jeudis et dimanches matins||||||||||||||||||||||||||||||||||||||||||||||||||||||||||;;;;;;;47.24688, -2.16415;Loire-Atlantique
Arc en sel;Produits du terroir (boutique);;;Roffiat;Rue des Saulniers;44740;;BATZ-SUR-MER;;44010;47.28072;-2.44633;;06 03 69 29 76;;;arcensel44740@gmail.com;https://www.facebook.com/arcensel44740;;;;;Activités de la mer;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.28072, -2.44633;Loire-Atlantique
Groupe Janneau;Travail du bois;;;Route d'Ancenis;;44430;;LE LOROUX-BOTTEREAU;;44084;47.2348987;-1.217408;;;;;janneau@janneau.com;https://www.janneau.com/menuiserie/le-loroux-bottereau-44430;;;;;Artisanat / Art;Visitez nos entreprises;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;47.2348987, -1.217408;Loire-Atlantique
Cuillettes saisonnières à la Ferme de la Chebuette;Fruits / légumes;;;Route de Maitre Jean;La Chebuette;44450;;SAINT-JULIEN-DE-CONCELLES;;44169;47.2652155;-1.410887;;;02 40 92 00 70;;;http://www.les-fermes.fr/les-fermes/ferme-de-la-chebuette;;;;;Agriculture / horticulture / Pêche;;;non;;;;;;;;;non;;;;;oui;;;;;oui;;oui;||||||Fermeture les jours fériés||09:30||12:30||14:30||18:30||09:30||12:30||14:30||18:30||09:30||12:30||14:30||18:30||09:30||12:30||14:30||18:30||09:30||12:30||14:30||18:30||09:30||12:30||14:30||18:30||||||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Tickets Restaurant;47.2652155, -1.410887;Loire-Atlantique
Cave Amphore;Bières,Produits du terroir (boutique),Spiritueux,Vins;;;Rue de Berthou;;44190;;CLISSON;;44043;47.086681;-1.282187;;;;;02 28 21 55 75;http://cave-amphore.com/;;;;;Agro-alimentaire;;;;;;;;Anglais,Espagnol,Français;"Anjou Blanc;Anjou Rouge;Cour Cheverny;Crémant de Loire;Gros Plant du Pays Nantais;Muscadet;Muscadets communaux;Muscadet Coteaux de la Loire;Muscadet Sèvre-et-Maine;Saumur";;oui;;;;;;;;;;Français,Anglais,Espagnol;;;oui;||||||||||||||||09:30||12:30||15:00||19:00||09:30||12:30||15:00||19:00||09:30||12:30||15:00||19:00||09:30||12:30||15:00||19:30||09:30||12:30||15:00||19:30||10:00||12:30||||;;;;oui;;Cartes bancaires,Chèques bancaires et postaux,Espèces,Virement;47.086681, -1.282187;Loire-Atlantique
Les Petits Fruits de la Baie;Fruits / légumes,Produits du terroir (boutique);;;Rue de la Noue Fleurie;Lieu-dit La Gressière;44760;;LA BERNERIE-EN-RETZ;;44012;47.08646;-2.03425;;;06 24 02 62 35;;anneclairecorbe@aol.com;;;;;;Agriculture / horticulture / Pêche;;;non;;;;;;;;;oui;;;;;;;;;;;;;19/10/2024||03/11/2024||Dégustation et vente de sirops||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||||||||||||||||,08/02/2025||24/02/2025||Dégustation et vente de sirops||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||||||||||||||||,05/04/2025||22/04/2025||Dégustation et vente de sirops||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||||||||||||||||,15/05/2025||30/06/2025||Cueillette libre||||||||||||||||||||14:00||17:00||||||||||||||||||||||10:00||12:00||||||||||||,01/07/2025||31/07/2025||Cueillette, dégustation et vente de sirops||||||||||||||||||||14:00||17:00||||||||||||||||||||||10:00||12:00||||||||||||,01/08/2025||31/08/2025||Dégustation et vente de sirops||||||||||||||||||||||||||||||||||||||||||||10:00||12:00||||||||||||,18/10/2025||03/11/2025||Dégustation et vente de sirops||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||17:00||18:00||||||||||||||||||||;;;;;;Chèques bancaires et postaux,Espèces;47.08646, -2.03425;Loire-Atlantique
Ecailles de Feu - Atelier céramiste;;;;Rue des artisans;;44420;;SAINT-MOLF;;44183;47.38956;-2.43626;;;06 07 97 17 31;;cecile.leluhandre@free.fr;https://cecile-leluhandre.odexpo.com/;;;;;Artisanat / Art;;;oui;;;;;;;;;;;;;;;;;;;;;;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;47.38956, -2.43626;Loire-Atlantique
LES SAVEURS DU FROMAGE;Fromage et produit laitier;;;Rue Henri Giffard;;44270;;MACHECOUL-SAINT-MEME;;44087;46.97672;-1.80171;;06 13 33 49 01;;;contact@saveurs-du-fromage.fr;http://www.saveurs-du-fromage.fr/;;;;;Agro-alimentaire;;;;;;;;Français;;;;oui;;;;;;;;;Français;;;oui;;;;;;;Cartes bancaires,Chèques bancaires et postaux,Espèces;46.97672, -1.80171;Loire-Atlantique
